"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"R77","0603R","51.3588mm","33.9598mm","51.3588mm","33.9598mm","52.1843mm","33.9598mm","T","180.00","1K"
"R78","0603R","45.1866mm","17.3228mm","45.1866mm","17.3228mm","46.0121mm","17.3228mm","T","180.00","5.1K"
"RL1","G6S-2","62.4078mm","23.8506mm","57.3278mm","26.3906mm","57.3278mm","21.3106mm","T","360.00","G6S-2"
"U14","DIP-4","11.9616mm","26.533mm","10.684mm","21.9764mm","10.6916mm","21.961mm","T","180.00","PS2501L-1"
"TVS1","3528TVS","13.6144mm","70.9168mm","13.6144mm","70.9168mm","15.3924mm","70.9168mm","T","360.00","BA301N"
"TVS2","3528TVS","20.5994mm","70.9422mm","20.5994mm","70.9422mm","22.3774mm","70.9422mm","T","360.00","BA301N"
"C56","0603C","48.1076mm","33.9852mm","48.1076mm","33.9852mm","48.9331mm","33.9852mm","T","180.00","104"
"C62","0603C","44.7548mm","37.2364mm","44.7548mm","37.2364mm","45.5803mm","37.2364mm","T","180.00","104"
"R25","0603R","72.0598mm","68.4784mm","72.0598mm","68.4784mm","71.2343mm","68.4784mm","T","360.00","4k7/1%"
"L4","1206L","101.7524mm","61.976mm","101.7524mm","61.976mm","101.7524mm","63.754mm","T","270.00","100uH"
"U27","DIP-4","39.1565mm","26.533mm","37.879mm","21.9764mm","37.8865mm","21.961mm","T","180.00","PS2501L-1"
"U28","DIP-4","45.9664mm","26.533mm","47.244mm","31.0896mm","47.2364mm","31.105mm","T","0.00","PS2501L-1"
"J1","CON04_2.54","36.7792mm","77.0636mm","36.7792mm","77.0636mm","32.9692mm","77.0636mm","T","360.00","CON4"
"C70","0603C","39.1922mm","17.7038mm","39.1922mm","17.7038mm","40.0177mm","17.7038mm","T","180.00","104"
"C71","0603C","39.1922mm","33.8328mm","39.1922mm","33.8328mm","38.3667mm","33.8328mm","T","360.00","104"
"C72","0603C","74.9554mm","56.388mm","74.9554mm","56.388mm","74.9554mm","57.2135mm","T","270.00","100pF"
"C73","0805C","92.9875mm","32.8504mm","91.9226mm","32.8676mm","91.908mm","32.8504mm","T","0.00","0.1uF"
"C74","0805C","95.3434mm","37.8949mm","95.3262mm","36.83mm","95.3434mm","36.8154mm","T","90.00","0.1uF"
"DC6","CA1206","91.5538mm","37.6535mm","91.5416mm","39.37mm","91.5538mm","39.368mm","T","90.00","10uF,16V"
"Q7","SOT23","72.2631mm","56.3969mm","71.3232mm","55.372mm","71.3106mm","55.3809mm","T","360.00","8550"
"R95","0603R","39.116mm","19.2024mm","39.116mm","19.2024mm","38.2905mm","19.2024mm","T","360.00","10K"
"R96","0603R","39.2176mm","35.4838mm","39.2176mm","35.4838mm","38.3921mm","35.4838mm","T","360.00","10K"
"R97","0603R","74.3204mm","59.309mm","74.3204mm","59.309mm","73.4949mm","59.309mm","T","360.00","200R"
"U29","SOT-89","99.238mm","37.8732mm","97.8916mm","39.37mm","97.898mm","39.3704mm","T","270.00","LM78L05"

